#xi phi g4
-3.800000 0.895354 0.761420
-3.800000 0.911062 0.764992
-3.800000 0.926770 0.768997
-3.800000 0.942478 0.773420
-3.800000 0.958186 0.778243
-3.800000 0.973894 0.783446
-3.800000 0.989602 0.789010
-3.800000 1.005310 0.794912
-3.800000 1.021018 0.801129
-3.800000 1.036726 0.807637
-3.800000 1.052434 0.814410
-3.800000 1.068142 0.821421
-3.800000 1.083849 0.828642
-3.800000 1.099557 0.836045
-3.800000 1.115265 0.843601
-3.800000 1.130973 0.851280
-3.800000 1.146681 0.859052
-3.800000 1.162389 0.866885
-3.800000 1.178097 0.874750
-3.800000 1.193805 0.882614
-3.800000 1.209513 0.890448
-3.800000 1.225221 0.898219
-3.800000 1.240929 0.905898
-3.800000 1.256637 0.913454
-3.800000 1.272345 0.920857
-3.800000 1.288053 0.928079
-3.800000 1.303761 0.935089
-3.800000 1.319469 0.941862
-3.800000 1.335177 0.948370
-3.800000 1.350885 0.954587
-3.800000 1.366593 0.960489
-3.800000 1.382301 0.966053
-3.800000 1.398009 0.971257
-3.800000 1.413717 0.976079
-3.800000 1.429425 0.980502
-3.800000 1.445133 0.984507
-3.800000 1.460841 0.988080
-3.800000 1.476549 0.991204
-3.800000 1.492257 0.993870
-3.800000 1.507964 0.996065
-3.800000 1.523672 0.997781
-3.800000 1.539380 0.999012
-3.800000 1.555088 0.999753
-3.800000 1.570796 1.000000
-3.800000 1.586504 0.999753
-3.800000 1.602212 0.999012
-3.800000 1.617920 0.997781
-3.800000 1.633628 0.996065
-3.800000 1.649336 0.993870
-3.800000 1.665044 0.991204
-3.800000 1.680752 0.988080
-3.800000 1.696460 0.984507
-3.800000 1.712168 0.980502
-3.800000 1.727876 0.976079
-3.800000 1.743584 0.971257
-3.800000 1.759292 0.966053
-3.800000 1.775000 0.960489
-3.800000 1.790708 0.954587
-3.800000 1.806416 0.948370
-3.800000 1.822124 0.941862
-3.800000 1.837832 0.935089
-3.800000 1.853540 0.928079
-3.800000 1.869248 0.920857
-3.800000 1.884956 0.913454
-3.800000 1.900664 0.905898
-3.800000 1.916372 0.898219
-3.800000 1.932079 0.890448
-3.800000 1.947787 0.882614
-3.800000 1.963495 0.874750
-3.800000 1.979203 0.866885
-3.800000 1.994911 0.859052
-3.800000 2.010619 0.851280
-3.800000 2.026327 0.843601
-3.800000 2.042035 0.836045
-3.800000 2.057743 0.828642
-3.800000 2.073451 0.821421
-3.800000 2.089159 0.814410
-3.800000 2.104867 0.807637
-3.800000 2.120575 0.801129
-3.800000 2.136283 0.794912
-3.800000 2.151991 0.789010
-3.800000 2.167699 0.783446
-3.800000 2.183407 0.778243
-3.800000 2.199115 0.773420
-3.800000 2.214823 0.768997
-3.800000 2.230531 0.764992
-3.800000 2.246239 0.761420
-3.800000 2.261947 0.758295
-3.800000 2.277655 0.755629
-3.800000 2.293363 0.753434
-3.800000 2.309071 0.751718
-3.800000 2.324779 0.750487
-3.800000 2.340487 0.749746
-3.800000 2.356194 0.749499
-3.800000 2.371902 0.749746
-3.800000 2.387610 0.750487
-3.800000 2.403318 0.751718
-3.800000 2.419026 0.753434
-3.800000 2.434734 0.755629
-3.800000 2.450442 0.758295
-3.800000 2.466150 0.761420
-3.800000 2.481858 0.764992
-3.800000 2.497566 0.768997
-3.800000 2.513274 0.773420
-3.800000 2.528982 0.778243
-3.800000 2.544690 0.783446
-3.800000 2.560398 0.789010
-3.800000 2.576106 0.794912
-3.800000 2.591814 0.801129
-3.800000 2.607522 0.807637
-3.800000 2.623230 0.814410
-3.800000 2.638938 0.821421
-3.800000 2.654646 0.828642
-3.800000 2.670354 0.836045
-3.800000 2.686062 0.843601
-3.800000 2.701770 0.851280
-3.800000 2.717478 0.859052
-3.800000 2.733186 0.866885
-3.800000 2.748894 0.874750
-3.800000 2.764602 0.882614
-3.800000 2.780309 0.890448
-3.800000 2.796017 0.898219
-3.800000 2.811725 0.905898
-3.800000 2.827433 0.913454
-3.800000 2.843141 0.920857
-3.800000 2.858849 0.928079
-3.800000 2.874557 0.935089
-3.800000 2.890265 0.941862
-3.800000 2.905973 0.948370
-3.800000 2.921681 0.954587
-3.800000 2.937389 0.960489
-3.800000 2.953097 0.966053
-3.800000 2.968805 0.971257
-3.800000 2.984513 0.976079
-3.800000 3.000221 0.980502
-3.800000 3.015929 0.984507
-3.800000 3.031637 0.988080
-3.800000 3.047345 0.991204
-3.800000 3.063053 0.993870
-3.800000 3.078761 0.996065
-3.800000 3.094469 0.997781
-3.800000 3.110177 0.999012
-3.800000 3.125885 0.999753
-3.800000 3.141593 1.000000
-3.800000 3.157301 0.999753
-3.800000 3.173009 0.999012
-3.800000 3.188717 0.997781
-3.800000 3.204425 0.996065
-3.800000 3.220132 0.993870
-3.800000 3.235840 0.991204
-3.800000 3.251548 0.988080
-3.800000 3.267256 0.984507
-3.800000 3.282964 0.980502
-3.800000 3.298672 0.976079
-3.800000 3.314380 0.971257
-3.800000 3.330088 0.966053
-3.800000 3.345796 0.960489
-3.800000 3.361504 0.954587
-3.800000 3.377212 0.948370
-3.800000 3.392920 0.941862
-3.800000 3.408628 0.935089
-3.800000 3.424336 0.928079
-3.800000 3.440044 0.920857
-3.800000 3.455752 0.913454
-3.800000 3.471460 0.905898
-3.800000 3.487168 0.898219
-3.800000 3.502876 0.890448
-3.800000 3.518584 0.882614
-3.800000 3.534292 0.874750
-3.800000 3.550000 0.866885
-3.800000 3.565708 0.859052
-3.800000 3.581416 0.851280
-3.800000 3.597124 0.843601
-3.800000 3.612832 0.836045
-3.800000 3.628540 0.828642
-3.800000 3.644247 0.821421
-3.800000 3.659955 0.814410
-3.800000 3.675663 0.807637
-3.800000 3.691371 0.801129
-3.800000 3.707079 0.794912
-3.800000 3.722787 0.789010
-3.800000 3.738495 0.783446
-3.800000 3.754203 0.778243
-3.800000 3.769911 0.773420
-3.800000 3.785619 0.768997
-3.800000 3.801327 0.764992
-3.800000 3.817035 0.761420
-3.800000 3.832743 0.758295
-3.800000 3.848451 0.755629
-3.800000 3.864159 0.753434
-3.800000 3.879867 0.751718
-3.800000 3.895575 0.750487
-3.800000 3.911283 0.749746
-3.800000 3.926991 0.749499
-3.800000 3.942699 0.749746
-3.800000 3.958407 0.750487
-3.800000 3.974115 0.751718
-3.800000 3.989823 0.753434
-3.800000 4.005531 0.755629
-3.800000 4.021239 0.758295
-3.800000 4.036947 0.761420
-3.800000 4.052655 0.764992
-3.800000 4.068362 0.768997
-3.800000 4.084070 0.773420
-3.800000 4.099778 0.778243
-3.800000 4.115486 0.783446
-3.800000 4.131194 0.789010
-3.800000 4.146902 0.794912
-3.800000 4.162610 0.801129
-3.800000 4.178318 0.807637
-3.800000 4.194026 0.814410
-3.800000 4.209734 0.821421
-3.800000 4.225442 0.828642
-3.800000 4.241150 0.836045
-3.800000 4.256858 0.843601
-3.800000 4.272566 0.851280
-3.800000 4.288274 0.859052
-3.800000 4.303982 0.866885
-3.800000 4.319690 0.874750
-3.800000 4.335398 0.882614
-3.800000 4.351106 0.890448
-3.800000 4.366814 0.898219
-3.800000 4.382522 0.905898
-3.800000 4.398230 0.913454
-3.800000 4.413938 0.920857
-3.800000 4.429646 0.928079
-3.800000 4.445354 0.935089
-3.800000 4.461062 0.941862
-3.800000 4.476770 0.948370
-3.800000 4.492477 0.954587
-3.800000 4.508185 0.960489
-3.800000 4.523893 0.966053
-3.800000 4.539601 0.971257
-3.800000 4.555309 0.976079
-3.800000 4.571017 0.980502
-3.800000 4.586725 0.984507
-3.800000 4.602433 0.988080
-3.800000 4.618141 0.991204
-3.800000 4.633849 0.993870
-3.800000 4.649557 0.996065
-3.800000 4.665265 0.997781
-3.800000 4.680973 0.999012
-3.800000 4.696681 0.999753
-3.800000 4.712389 1.000000
-3.800000 4.728097 0.999753
-3.800000 4.743805 0.999012
-3.800000 4.759513 0.997781
-3.800000 4.775221 0.996065
-3.800000 4.790929 0.993870
-3.800000 4.806637 0.991204
-3.800000 4.822345 0.988080
-3.800000 4.838053 0.984507
-3.800000 4.853761 0.980502
-3.800000 4.869469 0.976079
-3.800000 4.885177 0.971257
-3.800000 4.900885 0.966053
-3.800000 4.916593 0.960489
-3.800000 4.932300 0.954587
-3.800000 4.948008 0.948370
-3.800000 4.963716 0.941862
-3.800000 4.979424 0.935089
-3.800000 4.995132 0.928079
-3.800000 5.010840 0.920857
-3.800000 5.026548 0.913454
-3.800000 5.042256 0.905898
-3.800000 5.057964 0.898219
-3.800000 5.073672 0.890448
-3.800000 5.089380 0.882614
-3.800000 5.105088 0.874750
-3.800000 5.120796 0.866885
-3.800000 5.136504 0.859052
-3.800000 5.152212 0.851280
-3.800000 5.167920 0.843601
-3.800000 5.183628 0.836045
-3.800000 5.199336 0.828642
-3.800000 5.215044 0.821421
-3.800000 5.230752 0.814410
-3.800000 5.246460 0.807637
-3.800000 5.262168 0.801129
-3.800000 5.277876 0.794912
-3.800000 5.293584 0.789010
-3.800000 5.309292 0.783446
-3.800000 5.325000 0.778243
-3.800000 5.340708 0.773420
-3.800000 5.356415 0.768997
-3.800000 5.372123 0.764992
-3.800000 5.387831 0.761420
-3.800000 5.403539 0.758295
-3.800000 5.419247 0.755629
-3.800000 5.434955 0.753434
-3.800000 5.450663 0.751718
-3.800000 5.466371 0.750487
-3.800000 5.482079 0.749746
-3.800000 5.497787 0.749499
-3.800000 5.513495 0.749746
-3.800000 5.529203 0.750487
-3.800000 5.544911 0.751718
-3.800000 5.560619 0.753434
-3.800000 5.576327 0.755629
-3.800000 5.592035 0.758295
-3.800000 5.607743 0.761420
-3.800000 5.623451 0.764992
-3.800000 5.639159 0.768997
-3.800000 5.654867 0.773420
-3.800000 5.670575 0.778243
-3.800000 5.686283 0.783446
-3.800000 5.701991 0.789010
-3.800000 5.717699 0.794912
-3.800000 5.733407 0.801129
-3.800000 5.749115 0.807637
-3.800000 5.764823 0.814410
-3.800000 5.780530 0.821421
-3.800000 5.796238 0.828642
-3.800000 5.811946 0.836045
-3.800000 5.827654 0.843601
-3.800000 5.843362 0.851280
-3.800000 5.859070 0.859052
-3.800000 5.874778 0.866885
-3.800000 5.890486 0.874750
-3.800000 5.906194 0.882614
-3.800000 5.921902 0.890448
-3.800000 5.937610 0.898219
-3.800000 5.953318 0.905898
-3.800000 5.969026 0.913454
-3.800000 5.984734 0.920857
-3.800000 6.000442 0.928079
-3.800000 6.016150 0.935089
-3.800000 6.031858 0.941862
-3.800000 6.047566 0.948370
-3.800000 6.063274 0.954587
-3.800000 6.078982 0.960489
-3.800000 6.094690 0.966053
-3.800000 6.110398 0.971257
-3.800000 6.126106 0.976079
-3.800000 6.141814 0.980502
-3.800000 6.157522 0.984507
-3.800000 6.173230 0.988080
-3.800000 6.188938 0.991204
-3.800000 6.204645 0.993870
-3.800000 6.220353 0.996065
-3.800000 6.236061 0.997781
-3.800000 6.251769 0.999012
-3.800000 6.267477 0.999753
-3.700000 0.000000 1.000000
-3.700000 0.015708 0.999753
-3.700000 0.031416 0.999012
-3.700000 0.047124 0.997780
-3.700000 0.062832 0.996063
-3.700000 0.078540 0.993867
-3.700000 0.094248 0.991201
-3.700000 0.109956 0.988074
-3.700000 0.125664 0.984501
-3.700000 0.141372 0.980493
-3.700000 0.157080 0.976069
-3.700000 0.172788 0.971244
-3.700000 0.188496 0.966038
-3.700000 0.204204 0.960472
-3.700000 0.219911 0.954567
-3.700000 0.235619 0.948347
-3.700000 0.251327 0.941836
-3.700000 0.267035 0.935061
-3.700000 0.282743 0.928047
-3.700000 0.298451 0.920822
-3.700000 0.314159 0.913416
-3.700000 0.329867 0.905856
-3.700000 0.345575 0.898174
-3.700000 0.361283 0.890399
-3.700000 0.376991 0.882562
-3.700000 0.392699 0.874694
-3.700000 0.408407 0.866826
-3.700000 0.424115 0.858989
-3.700000 0.439823 0.851214
-3.700000 0.455531 0.843532
-3.700000 0.471239 0.835973
-3.700000 0.486947 0.828566
-3.700000 0.502655 0.821342
-3.700000 0.518363 0.814328
-3.700000 0.534071 0.807552
-3.700000 0.549779 0.801041
-3.700000 0.565487 0.794821
-3.700000 0.581195 0.788916
-3.700000 0.596903 0.783350
-3.700000 0.612611 0.778144
-3.700000 0.628319 0.773320
-3.700000 0.644026 0.768895
-3.700000 0.659734 0.764888
-3.700000 0.675442 0.761314
-3.700000 0.691150 0.758188
-3.700000 0.706858 0.755521
-3.700000 0.722566 0.753325
-3.700000 0.738274 0.751608
-3.700000 0.753982 0.750376
-3.700000 0.769690 0.749636
-3.700000 0.785398 0.749388
-3.700000 0.801106 0.749636
-3.700000 0.816814 0.750376
-3.700000 0.832522 0.751608
-3.700000 0.848230 0.753325
-3.700000 0.863938 0.755521
-3.700000 0.879646 0.758188
-3.700000 0.895354 0.761314
-3.700000 0.911062 0.764888
-3.700000 0.926770 0.768895
-3.700000 0.942478 0.773320
-3.700000 0.958186 0.778144
-3.700000 0.973894 0.783350
-3.700000 0.989602 0.788916
-3.700000 1.005310 0.794821
-3.700000 1.021018 0.801041
-3.700000 1.036726 0.807552
-3.700000 1.052434 0.814328
-3.700000 1.068142 0.821342
-3.700000 1.083849 0.828566
-3.700000 1.099557 0.835973
-3.700000 1.115265 0.843532
-3.700000 1.130973 0.851214
-3.700000 1.146681 0.858989
-3.700000 1.162389 0.866826
-3.700000 1.178097 0.874694
-3.700000 1.193805 0.882562
-3.700000 1.209513 0.890399
-3.700000 1.225221 0.898174
-3.700000 1.240929 0.905856
-3.700000 1.256637 0.913416
-3.700000 1.272345 0.920822
-3.700000 1.288053 0.928047
-3.700000 1.303761 0.935061
-3.700000 1.319469 0.941836
-3.700000 1.335177 0.948347
-3.700000 1.350885 0.954567
-3.700000 1.366593 0.960472
-3.700000 1.382301 0.966038
-3.700000 1.398009 0.971244
-3.700000 1.413717 0.976069
-3.700000 1.429425 0.980493
-3.700000 1.445133 0.984501
-3.700000 1.460841 0.988074
-3.700000 1.476549 0.991201
-3.700000 1.492257 0.993867
-3.700000 1.507964 0.996063
-3.700000 1.523672 0.997780
-3.700000 1.539380 0.999012
-3.700000 1.555088 0.999753
-3.700000 1.570796 1.000000
-3.700000 1.586504 0.999753
-3.700000 1.602212 0.999012
-3.700000 1.617920 0.997780
-3.700000 1.633628 0.996063
-3.700000 1.649336 0.993867
-3.700000 1.665044 0.991201
-3.700000 1.680752 0.988074
-3.700000 1.696460 0.984501
-3.700000 1.712168 0.980493
-3.700000 1.727876 0.976069
-3.700000 1.743584 0.971244
-3.700000 1.759292 0.966038
-3.700000 1.775000 0.960472
-3.700000 1.790708 0.954567
-3.700000 1.806416 0.948347
-3.700000 1.822124 0.941836
-3.700000 1.837832 0.935061
-3.700000 1.853540 0.928047
-3.700000 1.869248 0.920822
-3.700000 1.884956 0.913416
-3.700000 1.900664 0.905856
-3.700000 1.916372 0.898174
-3.700000 1.932079 0.890399
-3.700000 1.947787 0.882562
-3.700000 1.963495 0.874694
-3.700000 1.979203 0.866826
-3.700000 1.994911 0.858989
-3.700000 2.010619 0.851214
-3.700000 2.026327 0.843532
-3.700000 2.042035 0.835973
-3.700000 2.057743 0.828566
-3.700000 2.073451 0.821342
-3.700000 2.089159 0.814328
-3.700000 2.104867 0.807552
-3.700000 2.120575 0.801041
-3.700000 2.136283 0.794821
-3.700000 2.151991 0.788916
-3.700000 2.167699 0.783350
-3.700000 2.183407 0.778144
-3.700000 2.199115 0.773320
-3.700000 2.214823 0.768895
-3.700000 2.230531 0.764888
-3.700000 2.246239 0.761314
-3.700000 2.261947 0.758188
-3.700000 2.277655 0.755521
-3.700000 2.293363 0.753325
-3.700000 2.309071 0.751608
-3.700000 2.324779 0.750376
-3.700000 2.340487 0.749636
-3.700000 2.356194 0.749388
-3.700000 2.371902 0.749636
-3.700000 2.387610 0.750376
-3.700000 2.403318 0.751608
-3.700000 2.419026 0.753325
-3.700000 2.434734 0.755521
-3.700000 2.450442 0.758188
-3.700000 2.466150 0.761314
-3.700000 2.481858 0.764888
-3.700000 2.497566 0.768895
-3.700000 2.513274 0.773320
-3.700000 2.528982 0.778144
-3.700000 2.544690 0.783350
-3.700000 2.560398 0.788916
-3.700000 2.576106 0.794821
-3.700000 2.591814 0.801041
-3.700000 2.607522 0.807552
-3.700000 2.623230 0.814328
-3.700000 2.638938 0.821342
-3.700000 2.654646 0.828566
-3.700000 2.670354 0.835973
-3.700000 2.686062 0.843532
-3.700000 2.701770 0.851214
-3.700000 2.717478 0.858989
-3.700000 2.733186 0.866826
-3.700000 2.748894 0.874694
-3.700000 2.764602 0.882562
-3.700000 2.780309 0.890399
-3.700000 2.796017 0.898174
-3.700000 2.811725 0.905856
-3.700000 2.827433 0.913416
-3.700000 2.843141 0.920822
-3.700000 2.858849 0.928047
-3.700000 2.874557 0.935061
-3.700000 2.890265 0.941836
-3.700000 2.905973 0.948347
-3.700000 2.921681 0.954567
-3.700000 2.937389 0.960472
-3.700000 2.953097 0.966038
-3.700000 2.968805 0.971244
-3.700000 2.984513 0.976069
-3.700000 3.000221 0.980493
-3.700000 3.015929 0.984501
-3.700000 3.031637 0.988074
-3.700000 3.047345 0.991201
-3.700000 3.063053 0.993867
-3.700000 3.078761 0.996063
-3.700000 3.094469 0.997780
-3.700000 3.110177 0.999012
-3.700000 3.125885 0.999753
-3.700000 3.141593 1.000000
-3.700000 3.157301 0.999753
-3.700000 3.173009 0.999012
-3.700000 3.188717 0.997780
-3.700000 3.204425 0.996063
-3.700000 3.220132 0.993867
-3.700000 3.235840 0.991201
-3.700000 3.251548 0.988074
-3.700000 3.267256 0.984501
-3.700000 3.282964 0.980493
-3.700000 3.298672 0.976069
-3.700000 3.314380 0.971244
-3.700000 3.330088 0.966038
-3.700000 3.345796 0.960472
-3.700000 3.361504 0.954567
-3.700000 3.377212 0.948347
-3.700000 3.392920 0.941836
-3.700000 3.408628 0.935061
-3.700000 3.424336 0.928047
-3.700000 3.440044 0.920822
-3.700000 3.455752 0.913416
-3.700000 3.471460 0.905856
-3.700000 3.487168 0.898174
-3.700000 3.502876 0.890399
-3.700000 3.518584 0.882562
-3.700000 3.534292 0.874694
-3.700000 3.550000 0.866826
-3.700000 3.565708 0.858989
-3.700000 3.581416 0.851214
-3.700000 3.597124 0.843532
-3.700000 3.612832 0.835973
-3.700000 3.628540 0.828566
-3.700000 3.644247 0.821342
-3.700000 3.659955 0.814328
-3.700000 3.675663 0.807552
-3.700000 3.691371 0.801041
-3.700000 3.707079 0.794821
-3.700000 3.722787 0.788916
-3.700000 3.738495 0.783350
-3.700000 3.754203 0.778144
-3.700000 3.769911 0.773320
-3.700000 3.785619 0.768895
-3.700000 3.801327 0.764888
-3.700000 3.817035 0.761314
-3.700000 3.832743 0.758188
-3.700000 3.848451 0.755521
-3.700000 3.864159 0.753325
-3.700000 3.879867 0.751608
-3.700000 3.895575 0.750376
-3.700000 3.911283 0.749636
-3.700000 3.926991 0.749388
-3.700000 3.942699 0.749636
-3.700000 3.958407 0.750376
-3.700000 3.974115 0.751608
-3.700000 3.989823 0.753325
-3.700000 4.005531 0.755521
-3.700000 4.021239 0.758188
-3.700000 4.036947 0.761314
-3.700000 4.052655 0.764888
-3.700000 4.068362 0.768895
-3.700000 4.084070 0.773320
-3.700000 4.099778 0.778144
-3.700000 4.115486 0.783350
-3.700000 4.131194 0.788916
-3.700000 4.146902 0.794821
-3.700000 4.162610 0.801041
-3.700000 4.178318 0.807552
-3.700000 4.194026 0.814328
-3.700000 4.209734 0.821342
-3.700000 4.225442 0.828566
-3.700000 4.241150 0.835973
-3.700000 4.256858 0.843532
-3.700000 4.272566 0.851214
-3.700000 4.288274 0.858989
-3.700000 4.303982 0.866826
-3.700000 4.319690 0.874694
-3.700000 4.335398 0.882562
-3.700000 4.351106 0.890399
-3.700000 4.366814 0.898174
-3.700000 4.382522 0.905856
-3.700000 4.398230 0.913416
-3.700000 4.413938 0.920822
-3.700000 4.429646 0.928047
-3.700000 4.445354 0.935061
-3.700000 4.461062 0.941836
-3.700000 4.476770 0.948347
-3.700000 4.492477 0.954567
-3.700000 4.508185 0.960472
-3.700000 4.523893 0.966038
-3.700000 4.539601 0.971244
-3.700000 4.555309 0.976069
-3.700000 4.571017 0.980493
-3.700000 4.586725 0.984501
-3.700000 4.602433 0.988074
-3.700000 4.618141 0.991201
-3.700000 4.633849 0.993867
-3.700000 4.649557 0.996063
-3.700000 4.665265 0.997780
-3.700000 4.680973 0.999012
-3.700000 4.696681 0.999753
-3.700000 4.712389 1.000000
-3.700000 4.728097 0.999753
-3.700000 4.743805 0.999012
-3.700000 4.759513 0.997780
-3.700000 4.775221 0.996063
-3.700000 4.790929 0.993867
-3.700000 4.806637 0.991201
-3.700000 4.822345 0.988074
-3.700000 4.838053 0.984501
-3.700000 4.853761 0.980493
-3.700000 4.869469 0.976069
-3.700000 4.885177 0.971244
-3.700000 4.900885 0.966038
-3.700000 4.916593 0.960472
-3.700000 4.932300 0.954567
-3.700000 4.948008 0.948347
-3.700000 4.963716 0.941836
-3.700000 4.979424 0.935061
-3.700000 4.995132 0.928047
-3.700000 5.010840 0.920822
-3.700000 5.026548 0.913416
-3.700000 5.042256 0.905856
-3.700000 5.057964 0.898174
-3.700000 5.073672 0.890399
-3.700000 5.089380 0.882562
-3.700000 5.105088 0.874694
-3.700000 5.120796 0.866826
-3.700000 5.136504 0.858989
-3.700000 5.152212 0.851214
-3.700000 5.167920 0.843532
-3.700000 5.183628 0.835973
-3.700000 5.199336 0.828566
-3.700000 5.215044 0.821342
-3.700000 5.230752 0.814328
-3.700000 5.246460 0.807552
-3.700000 5.262168 0.801041
-3.700000 5.277876 0.794821
-3.700000 5.293584 0.788916
-3.700000 5.309292 0.783350
-3.700000 5.325000 0.778144
-3.700000 5.340708 0.773320
-3.700000 5.356415 0.768895
-3.700000 5.372123 0.764888
-3.700000 5.387831 0.761314
-3.700000 5.403539 0.758188
-3.700000 5.419247 0.755521
-3.700000 5.434955 0.753325
-3.700000 5.450663 0.751608
-3.700000 5.466371 0.750376
-3.700000 5.482079 0.749636
-3.700000 5.497787 0.749388
-3.700000 5.513495 0.749636
-3.700000 5.529203 0.750376
-3.700000 5.544911 0.751608
-3.700000 5.560619 0.753325
-3.700000 5.576327 0.755521
-3.700000 5.592035 0.758188
-3.700000 5.607743 0.761314
-3.700000 5.623451 0.764888
-3.700000 5.639159 0.768895
-3.700000 5.654867 0.773320
-3.700000 5.670575 0.778144
-3.700000 5.686283 0.783350
-3.700000 5.701991 0.788916
-3.700000 5.717699 0.794821
-3.700000 5.733407 0.801041
-3.700000 5.749115 0.807552
-3.700000 5.764823 0.814328
-3.700000 5.780530 0.821342
-3.700000 5.796238 0.828566
-3.700000 5.811946 0.835973
-3.700000 5.827654 0.843532
-3.700000 5.843362 0.851214
-3.700000 5.859070 0.858989
-3.700000 5.874778 0.866826
-3.700000 5.890486 0.874694
-3.700000 5.906194 0.882562
-3.700000 5.921902 0.890399
-3.700000 5.937610 0.898174
-3.700000 5.953318 0.905856
-3.700000 5.969026 0.913416
-3.700000 5.984734 0.920822
-3.700000 6.000442 0.928047
-3.700000 6.016150 0.935061
-3.700000 6.031858 0.941836
-3.700000 6.047566 0.948347
-3.700000 6.063274 0.954567
-3.700000 6.078982 0.960472
-3.700000 6.094690 0.966038
-3.700000 6.110398 0.971244
-3.700000 6.126106 0.976069
-3.700000 6.141814 0.980493
-3.700000 6.157522 0.984501
-3.700000 6.173230 0.988074
-3.700000 6.188938 0.991201
-3.700000 6.204645 0.993867
-3.700000 6.220353 0.996063
-3.700000 6.236061 0.997780
-3.700000 6.251769 0.999012
-3.700000 6.267477 0.999753
-3.600000 0.000000 1.000000
-3.600000 0.015708 0.999753
-3.600000 0.031416 0.999011
-3.600000 0.047124 0.997779
-3.600000 0.062832 0.996061
-3.600000 0.078540 0.993864
-3.600000 0.094248 0.991196
-3.600000 0.109956 0.988068
-3.600000 0.125664 0.984492
-3.600000 0.141372 0.980483
-3.600000 0.157080 0.976056
-3.600000 0.172788 0.971228
-3.600000 0.188496 0.966020
-3.600000 0.204204 0.960451
-3.600000 0.219911 0.954543
-3.600000 0.235619 0.948319
-3.600000 0.251327 0.941805
-3.600000 0.267035 0.935026
-3.600000 0.282743 0.928008
-3.600000 0.298451 0.920780
-3.600000 0.314159 0.913369
-3.600000 0.329867 0.905806
-3.600000 0.345575 0.898119
-3.600000 0.361283 0.890340
-3.600000 0.376991 0.882499
-3.600000 0.392699 0.874626
-3.600000 0.408407 0.866754
-3.600000 0.424115 0.858913
-3.600000 0.439823 0.851134
-3.600000 0.455531 0.843447
-3.600000 0.471239 0.835884
-3.600000 0.486947 0.828473
-3.600000 0.502655 0.821245
-3.600000 0.518363 0.814227
-3.600000 0.534071 0.807448
-3.600000 0.549779 0.800934
-3.600000 0.565487 0.794710
-3.600000 0.581195 0.788802
-3.600000 0.596903 0.783233
-3.600000 0.612611 0.778024
-3.600000 0.628319 0.773197
-3.600000 0.644026 0.768770
-3.600000 0.659734 0.764761
-3.600000 0.675442 0.761185
-3.600000 0.691150 0.758057
-3.600000 0.706858 0.755389
-3.600000 0.722566 0.753192
-3.600000 0.738274 0.751474
-3.600000 0.753982 0.750241
-3.600000 0.769690 0.749500
-3.600000 0.785398 0.749253
-3.600000 0.801106 0.749500
-3.600000 0.816814 0.750241
-3.600000 0.832522 0.751474
-3.600000 0.848230 0.753192
-3.600000 0.863938 0.755389
-3.600000 0.879646 0.758057
-3.600000 0.895354 0.761185
-3.600000 0.911062 0.764761
-3.600000 0.926770 0.768770
-3.600000 0.942478 0.773197
-3.600000 0.958186 0.778024
-3.600000 0.973894 0.783233
-3.600000 0.989602 0.788802
-3.600000 1.005310 0.794710
-3.600000 1.021018 0.800934
-3.600000 1.036726 0.807448
-3.600000 1.052434 0.814227
-3.600000 1.068142 0.821245
-3.600000 1.083849 0.828473
-3.600000 1.099557 0.835884
-3.600000 1.115265 0.843447
-3.600000 1.130973 0.851134
-3.600000 1.146681 0.858913
-3.600000 1.162389 0.866754
-3.600000 1.178097 0.874626
-3.600000 1.193805 0.882499
-3.600000 1.209513 0.890340
-3.600000 1.225221 0.898119
-3.600000 1.240929 0.905806
-3.600000 1.256637 0.913369
-3.600000 1.272345 0.920780
-3.600000 1.288053 0.928008
-3.600000 1.303761 0.935026
-3.600000 1.319469 0.941805
-3.600000 1.335177 0.948319
-3.600000 1.350885 0.954543
-3.600000 1.366593 0.960451
-3.600000 1.382301 0.966020
-3.600000 1.398009 0.971228
-3.600000 1.413717 0.976056
-3.600000 1.429425 0.980483
-3.600000 1.445133 0.984492
-3.600000 1.460841 0.988068
-3.600000 1.476549 0.991196
-3.600000 1.492257 0.993864
-3.600000 1.507964 0.996061
-3.600000 1.523672 0.997779
-3.600000 1.539380 0.999011
-3.600000 1.555088 0.999753
-3.600000 1.570796 1.000000
-3.600000 1.586504 0.999753
-3.600000 1.602212 0.999011
-3.600000 1.617920 0.997779
-3.600000 1.633628 0.996061
-3.600000 1.649336 0.993864
-3.600000 1.665044 0.991196
-3.600000 1.680752 0.988068
-3.600000 1.696460 0.984492
-3.600000 1.712168 0.980483
-3.600000 1.727876 0.976056
-3.600000 1.743584 0.971228
-3.600000 1.759292 0.966020
-3.600000 1.775000 0.960451
-3.600000 1.790708 0.954543
-3.600000 1.806416 0.948319
-3.600000 1.822124 0.941805
-3.600000 1.837832 0.935026
-3.600000 1.853540 0.928008
-3.600000 1.869248 0.920780
-3.600000 1.884956 0.913369
-3.600000 1.900664 0.905806
-3.600000 1.916372 0.898119
-3.600000 1.932079 0.890340
-3.600000 1.947787 0.882499
-3.600000 1.963495 0.874626
-3.600000 1.979203 0.866754
-3.600000 1.994911 0.858913
-3.600000 2.010619 0.851134
-3.600000 2.026327 0.843447
-3.600000 2.042035 0.835884
