#xi phi g4
-1.500000 3.392920 0.929880
-1.500000 3.408628 0.921711
-1.500000 3.424336 0.913255
-1.500000 3.440044 0.904546
-1.500000 3.455752 0.895616
-1.500000 3.471460 0.886503
-1.500000 3.487168 0.877242
-1.500000 3.502876 0.867868
-1.500000 3.518584 0.858420
-1.500000 3.534292 0.848935
-1.500000 3.550000 0.839449
-1.500000 3.565708 0.830001
-1.500000 3.581416 0.820628
-1.500000 3.597124 0.811366
-1.500000 3.612832 0.802253
-1.500000 3.628540 0.793324
-1.500000 3.644247 0.784614
-1.500000 3.659955 0.776159
-1.500000 3.675663 0.767990
-1.500000 3.691371 0.760141
-1.500000 3.707079 0.752642
-1.500000 3.722787 0.745523
-1.500000 3.738495 0.738813
-1.500000 3.754203 0.732537
-1.500000 3.769911 0.726720
-1.500000 3.785619 0.721386
-1.500000 3.801327 0.716555
-1.500000 3.817035 0.712247
-1.500000 3.832743 0.708478
-1.500000 3.848451 0.705263
-1.500000 3.864159 0.702616
-1.500000 3.879867 0.700545
-1.500000 3.895575 0.699061
-1.500000 3.911283 0.698168
-1.500000 3.926991 0.697870
-1.500000 3.942699 0.698168
-1.500000 3.958407 0.699061
-1.500000 3.974115 0.700545
-1.500000 3.989823 0.702616
-1.500000 4.005531 0.705263
-1.500000 4.021239 0.708478
-1.500000 4.036947 0.712247
-1.500000 4.052655 0.716555
-1.500000 4.068362 0.721386
-1.500000 4.084070 0.726720
-1.500000 4.099778 0.732537
-1.500000 4.115486 0.738813
-1.500000 4.131194 0.745523
-1.500000 4.146902 0.752642
-1.500000 4.162610 0.760141
-1.500000 4.178318 0.767990
-1.500000 4.194026 0.776159
-1.500000 4.209734 0.784614
-1.500000 4.225442 0.793324
-1.500000 4.241150 0.802253
-1.500000 4.256858 0.811366
-1.500000 4.272566 0.820628
-1.500000 4.288274 0.830001
-1.500000 4.303982 0.839449
-1.500000 4.319690 0.848935
-1.500000 4.335398 0.858420
-1.500000 4.351106 0.867868
-1.500000 4.366814 0.877242
-1.500000 4.382522 0.886503
-1.500000 4.398230 0.895616
-1.500000 4.413938 0.904546
-1.500000 4.429646 0.913255
-1.500000 4.445354 0.921711
-1.500000 4.461062 0.929880
-1.500000 4.476770 0.937729
-1.500000 4.492477 0.945227
-1.500000 4.508185 0.952346
-1.500000 4.523893 0.959057
-1.500000 4.539601 0.965333
-1.500000 4.555309 0.971149
-1.500000 4.571017 0.976483
-1.500000 4.586725 0.981314
-1.500000 4.602433 0.985623
-1.500000 4.618141 0.989392
-1.500000 4.633849 0.992606
-1.500000 4.649557 0.995254
-1.500000 4.665265 0.997324
-1.500000 4.680973 0.998809
-1.500000 4.696681 0.999702
-1.500000 4.712389 1.000000
-1.500000 4.728097 0.999702
-1.500000 4.743805 0.998809
-1.500000 4.759513 0.997324
-1.500000 4.775221 0.995254
-1.500000 4.790929 0.992606
-1.500000 4.806637 0.989392
-1.500000 4.822345 0.985623
-1.500000 4.838053 0.981314
-1.500000 4.853761 0.976483
-1.500000 4.869469 0.971149
-1.500000 4.885177 0.965333
-1.500000 4.900885 0.959057
-1.500000 4.916593 0.952346
-1.500000 4.932300 0.945227
-1.500000 4.948008 0.937729
-1.500000 4.963716 0.929880
-1.500000 4.979424 0.921711
-1.500000 4.995132 0.913255
-1.500000 5.010840 0.904546
-1.500000 5.026548 0.895616
-1.500000 5.042256 0.886503
-1.500000 5.057964 0.877242
-1.500000 5.073672 0.867868
-1.500000 5.089380 0.858420
-1.500000 5.105088 0.848935
-1.500000 5.120796 0.839449
-1.500000 5.136504 0.830001
-1.500000 5.152212 0.820628
-1.500000 5.167920 0.811366
-1.500000 5.183628 0.802253
-1.500000 5.199336 0.793324
-1.500000 5.215044 0.784614
-1.500000 5.230752 0.776159
-1.500000 5.246460 0.767990
-1.500000 5.262168 0.760141
-1.500000 5.277876 0.752642
-1.500000 5.293584 0.745523
-1.500000 5.309292 0.738813
-1.500000 5.325000 0.732537
-1.500000 5.340708 0.726720
-1.500000 5.356415 0.721386
-1.500000 5.372123 0.716555
-1.500000 5.387831 0.712247
-1.500000 5.403539 0.708478
-1.500000 5.419247 0.705263
-1.500000 5.434955 0.702616
-1.500000 5.450663 0.700545
-1.500000 5.466371 0.699061
-1.500000 5.482079 0.698168
-1.500000 5.497787 0.697870
-1.500000 5.513495 0.698168
-1.500000 5.529203 0.699061
-1.500000 5.544911 0.700545
-1.500000 5.560619 0.702616
-1.500000 5.576327 0.705263
-1.500000 5.592035 0.708478
-1.500000 5.607743 0.712247
-1.500000 5.623451 0.716555
-1.500000 5.639159 0.721386
-1.500000 5.654867 0.726720
-1.500000 5.670575 0.732537
-1.500000 5.686283 0.738813
-1.500000 5.701991 0.745523
-1.500000 5.717699 0.752642
-1.500000 5.733407 0.760141
-1.500000 5.749115 0.767990
-1.500000 5.764823 0.776159
-1.500000 5.780530 0.784614
-1.500000 5.796238 0.793324
-1.500000 5.811946 0.802253
-1.500000 5.827654 0.811366
-1.500000 5.843362 0.820628
-1.500000 5.859070 0.830001
-1.500000 5.874778 0.839449
-1.500000 5.890486 0.848935
-1.500000 5.906194 0.858420
-1.500000 5.921902 0.867868
-1.500000 5.937610 0.877242
-1.500000 5.953318 0.886503
-1.500000 5.969026 0.895616
-1.500000 5.984734 0.904546
-1.500000 6.000442 0.913255
-1.500000 6.016150 0.921711
-1.500000 6.031858 0.929880
-1.500000 6.047566 0.937729
-1.500000 6.063274 0.945227
-1.500000 6.078982 0.952346
-1.500000 6.094690 0.959057
-1.500000 6.110398 0.965333
-1.500000 6.126106 0.971149
-1.500000 6.141814 0.976483
-1.500000 6.157522 0.981314
-1.500000 6.173230 0.985623
-1.500000 6.188938 0.989392
-1.500000 6.204645 0.992606
-1.500000 6.220353 0.995254
-1.500000 6.236061 0.997324
-1.500000 6.251769 0.998809
-1.500000 6.267477 0.999702
-1.400000 0.000000 1.000000
-1.400000 0.015708 0.999690
-1.400000 0.031416 0.998761
-1.400000 0.047124 0.997217
-1.400000 0.062832 0.995064
-1.400000 0.078540 0.992310
-1.400000 0.094248 0.988966
-1.400000 0.109956 0.985046
-1.400000 0.125664 0.980564
-1.400000 0.141372 0.975540
-1.400000 0.157080 0.969991
-1.400000 0.172788 0.963941
-1.400000 0.188496 0.957413
-1.400000 0.204204 0.950433
-1.400000 0.219911 0.943029
-1.400000 0.235619 0.935229
-1.400000 0.251327 0.927065
-1.400000 0.267035 0.918569
-1.400000 0.282743 0.909774
-1.400000 0.298451 0.900714
-1.400000 0.314159 0.891427
-1.400000 0.329867 0.881948
-1.400000 0.345575 0.872315
-1.400000 0.361283 0.862565
-1.400000 0.376991 0.852738
-1.400000 0.392699 0.842872
-1.400000 0.408407 0.833005
-1.400000 0.424115 0.823178
-1.400000 0.439823 0.813429
-1.400000 0.455531 0.803795
-1.400000 0.471239 0.794316
-1.400000 0.486947 0.785029
-1.400000 0.502655 0.775970
-1.400000 0.518363 0.767174
-1.400000 0.534071 0.758678
-1.400000 0.549779 0.750514
-1.400000 0.565487 0.742714
-1.400000 0.581195 0.735310
-1.400000 0.596903 0.728330
-1.400000 0.612611 0.721802
-1.400000 0.628319 0.715752
-1.400000 0.644026 0.710204
-1.400000 0.659734 0.705179
-1.400000 0.675442 0.700698
-1.400000 0.691150 0.696777
-1.400000 0.706858 0.693434
-1.400000 0.722566 0.690680
-1.400000 0.738274 0.688526
-1.400000 0.753982 0.686982
-1.400000 0.769690 0.686053
-1.400000 0.785398 0.685743
-1.400000 0.801106 0.686053
-1.400000 0.816814 0.686982
-1.400000 0.832522 0.688526
-1.400000 0.848230 0.690680
-1.400000 0.863938 0.693434
-1.400000 0.879646 0.696777
-1.400000 0.895354 0.700698
-1.400000 0.911062 0.705179
-1.400000 0.926770 0.710204
-1.400000 0.942478 0.715752
-1.400000 0.958186 0.721802
-1.400000 0.973894 0.728330
-1.400000 0.989602 0.735310
-1.400000 1.005310 0.742714
-1.400000 1.021018 0.750514
-1.400000 1.036726 0.758678
-1.400000 1.052434 0.767174
-1.400000 1.068142 0.775970
-1.400000 1.083849 0.785029
-1.400000 1.099557 0.794316
-1.400000 1.115265 0.803795
-1.400000 1.130973 0.813429
-1.400000 1.146681 0.823178
-1.400000 1.162389 0.833005
-1.400000 1.178097 0.842872
-1.400000 1.193805 0.852738
-1.400000 1.209513 0.862565
-1.400000 1.225221 0.872315
-1.400000 1.240929 0.881948
-1.400000 1.256637 0.891427
-1.400000 1.272345 0.900714
-1.400000 1.288053 0.909774
-1.400000 1.303761 0.918569
-1.400000 1.319469 0.927065
-1.400000 1.335177 0.935229
-1.400000 1.350885 0.943029
-1.400000 1.366593 0.950433
-1.400000 1.382301 0.957413
-1.400000 1.398009 0.963941
-1.400000 1.413717 0.969991
-1.400000 1.429425 0.975540
-1.400000 1.445133 0.980564
-1.400000 1.460841 0.985046
-1.400000 1.476549 0.988966
-1.400000 1.492257 0.992310
-1.400000 1.507964 0.995064
-1.400000 1.523672 0.997217
-1.400000 1.539380 0.998761
-1.400000 1.555088 0.999690
-1.400000 1.570796 1.000000
-1.400000 1.586504 0.999690
-1.400000 1.602212 0.998761
-1.400000 1.617920 0.997217
-1.400000 1.633628 0.995064
-1.400000 1.649336 0.992310
-1.400000 1.665044 0.988966
-1.400000 1.680752 0.985046
-1.400000 1.696460 0.980564
-1.400000 1.712168 0.975540
-1.400000 1.727876 0.969991
-1.400000 1.743584 0.963941
-1.400000 1.759292 0.957413
-1.400000 1.775000 0.950433
-1.400000 1.790708 0.943029
-1.400000 1.806416 0.935229
-1.400000 1.822124 0.927065
-1.400000 1.837832 0.918569
-1.400000 1.853540 0.909774
-1.400000 1.869248 0.900714
-1.400000 1.884956 0.891427
-1.400000 1.900664 0.881948
-1.400000 1.916372 0.872315
-1.400000 1.932079 0.862565
-1.400000 1.947787 0.852738
-1.400000 1.963495 0.842872
-1.400000 1.979203 0.833005
-1.400000 1.994911 0.823178
-1.400000 2.010619 0.813429
-1.400000 2.026327 0.803795
-1.400000 2.042035 0.794316
-1.400000 2.057743 0.785029
-1.400000 2.073451 0.775970
-1.400000 2.089159 0.767174
-1.400000 2.104867 0.758678
-1.400000 2.120575 0.750514
-1.400000 2.136283 0.742714
-1.400000 2.151991 0.735310
-1.400000 2.167699 0.728330
-1.400000 2.183407 0.721802
-1.400000 2.199115 0.715752
-1.400000 2.214823 0.710204
-1.400000 2.230531 0.705179
-1.400000 2.246239 0.700698
-1.400000 2.261947 0.696777
-1.400000 2.277655 0.693434
-1.400000 2.293363 0.690680
-1.400000 2.309071 0.688526
-1.400000 2.324779 0.686982
-1.400000 2.340487 0.686053
-1.400000 2.356194 0.685743
-1.400000 2.371902 0.686053
-1.400000 2.387610 0.686982
-1.400000 2.403318 0.688526
-1.400000 2.419026 0.690680
-1.400000 2.434734 0.693434
-1.400000 2.450442 0.696777
-1.400000 2.466150 0.700698
-1.400000 2.481858 0.705179
-1.400000 2.497566 0.710204
-1.400000 2.513274 0.715752
-1.400000 2.528982 0.721802
-1.400000 2.544690 0.728330
-1.400000 2.560398 0.735310
-1.400000 2.576106 0.742714
-1.400000 2.591814 0.750514
-1.400000 2.607522 0.758678
-1.400000 2.623230 0.767174
-1.400000 2.638938 0.775970
-1.400000 2.654646 0.785029
-1.400000 2.670354 0.794316
-1.400000 2.686062 0.803795
-1.400000 2.701770 0.813429
-1.400000 2.717478 0.823178
-1.400000 2.733186 0.833005
-1.400000 2.748894 0.842872
-1.400000 2.764602 0.852738
-1.400000 2.780309 0.862565
-1.400000 2.796017 0.872315
-1.400000 2.811725 0.881948
-1.400000 2.827433 0.891427
-1.400000 2.843141 0.900714
-1.400000 2.858849 0.909774
-1.400000 2.874557 0.918569
-1.400000 2.890265 0.927065
-1.400000 2.905973 0.935229
-1.400000 2.921681 0.943029
-1.400000 2.937389 0.950433
-1.400000 2.953097 0.957413
-1.400000 2.968805 0.963941
-1.400000 2.984513 0.969991
-1.400000 3.000221 0.975540
-1.400000 3.015929 0.980564
-1.400000 3.031637 0.985046
-1.400000 3.047345 0.988966
-1.400000 3.063053 0.992310
-1.400000 3.078761 0.995064
-1.400000 3.094469 0.997217
-1.400000 3.110177 0.998761
-1.400000 3.125885 0.999690
-1.400000 3.141593 1.000000
-1.400000 3.157301 0.999690
-1.400000 3.173009 0.998761
-1.400000 3.188717 0.997217
-1.400000 3.204425 0.995064
-1.400000 3.220132 0.992310
-1.400000 3.235840 0.988966
-1.400000 3.251548 0.985046
-1.400000 3.267256 0.980564
-1.400000 3.282964 0.975540
-1.400000 3.298672 0.969991
-1.400000 3.314380 0.963941
-1.400000 3.330088 0.957413
-1.400000 3.345796 0.950433
-1.400000 3.361504 0.943029
-1.400000 3.377212 0.935229
-1.400000 3.392920 0.927065
-1.400000 3.408628 0.918569
-1.400000 3.424336 0.909774
-1.400000 3.440044 0.900714
-1.400000 3.455752 0.891427
-1.400000 3.471460 0.881948
-1.400000 3.487168 0.872315
-1.400000 3.502876 0.862565
-1.400000 3.518584 0.852738
-1.400000 3.534292 0.842872
-1.400000 3.550000 0.833005
-1.400000 3.565708 0.823178
-1.400000 3.581416 0.813429
-1.400000 3.597124 0.803795
-1.400000 3.612832 0.794316
-1.400000 3.628540 0.785029
-1.400000 3.644247 0.775970
-1.400000 3.659955 0.767174
-1.400000 3.675663 0.758678
-1.400000 3.691371 0.750514
-1.400000 3.707079 0.742714
-1.400000 3.722787 0.735310
-1.400000 3.738495 0.728330
-1.400000 3.754203 0.721802
-1.400000 3.769911 0.715752
-1.400000 3.785619 0.710204
-1.400000 3.801327 0.705179
-1.400000 3.817035 0.700698
-1.400000 3.832743 0.696777
-1.400000 3.848451 0.693434
-1.400000 3.864159 0.690680
-1.400000 3.879867 0.688526
-1.400000 3.895575 0.686982
-1.400000 3.911283 0.686053
-1.400000 3.926991 0.685743
-1.400000 3.942699 0.686053
-1.400000 3.958407 0.686982
-1.400000 3.974115 0.688526
-1.400000 3.989823 0.690680
-1.400000 4.005531 0.693434
-1.400000 4.021239 0.696777
-1.400000 4.036947 0.700698
-1.400000 4.052655 0.705179
-1.400000 4.068362 0.710204
-1.400000 4.084070 0.715752
-1.400000 4.099778 0.721802
-1.400000 4.115486 0.728330
-1.400000 4.131194 0.735310
-1.400000 4.146902 0.742714
-1.400000 4.162610 0.750514
-1.400000 4.178318 0.758678
-1.400000 4.194026 0.767174
-1.400000 4.209734 0.775970
-1.400000 4.225442 0.785029
-1.400000 4.241150 0.794316
-1.400000 4.256858 0.803795
-1.400000 4.272566 0.813429
-1.400000 4.288274 0.823178
-1.400000 4.303982 0.833005
-1.400000 4.319690 0.842872
-1.400000 4.335398 0.852738
-1.400000 4.351106 0.862565
-1.400000 4.366814 0.872315
-1.400000 4.382522 0.881948
-1.400000 4.398230 0.891427
-1.400000 4.413938 0.900714
-1.400000 4.429646 0.909774
-1.400000 4.445354 0.918569
-1.400000 4.461062 0.927065
-1.400000 4.476770 0.935229
-1.400000 4.492477 0.943029
-1.400000 4.508185 0.950433
-1.400000 4.523893 0.957413
-1.400000 4.539601 0.963941
-1.400000 4.555309 0.969991
-1.400000 4.571017 0.975540
-1.400000 4.586725 0.980564
-1.400000 4.602433 0.985046
-1.400000 4.618141 0.988966
-1.400000 4.633849 0.992310
-1.400000 4.649557 0.995064
-1.400000 4.665265 0.997217
-1.400000 4.680973 0.998761
-1.400000 4.696681 0.999690
-1.400000 4.712389 1.000000
-1.400000 4.728097 0.999690
-1.400000 4.743805 0.998761
-1.400000 4.759513 0.997217
-1.400000 4.775221 0.995064
-1.400000 4.790929 0.992310
-1.400000 4.806637 0.988966
-1.400000 4.822345 0.985046
-1.400000 4.838053 0.980564
-1.400000 4.853761 0.975540
-1.400000 4.869469 0.969991
-1.400000 4.885177 0.963941
-1.400000 4.900885 0.957413
-1.400000 4.916593 0.950433
-1.400000 4.932300 0.943029
-1.400000 4.948008 0.935229
-1.400000 4.963716 0.927065
-1.400000 4.979424 0.918569
-1.400000 4.995132 0.909774
-1.400000 5.010840 0.900714
-1.400000 5.026548 0.891427
-1.400000 5.042256 0.881948
-1.400000 5.057964 0.872315
-1.400000 5.073672 0.862565
-1.400000 5.089380 0.852738
-1.400000 5.105088 0.842872
-1.400000 5.120796 0.833005
-1.400000 5.136504 0.823178
-1.400000 5.152212 0.813429
-1.400000 5.167920 0.803795
-1.400000 5.183628 0.794316
-1.400000 5.199336 0.785029
-1.400000 5.215044 0.775970
-1.400000 5.230752 0.767174
-1.400000 5.246460 0.758678
-1.400000 5.262168 0.750514
-1.400000 5.277876 0.742714
-1.400000 5.293584 0.735310
-1.400000 5.309292 0.728330
-1.400000 5.325000 0.721802
-1.400000 5.340708 0.715752
-1.400000 5.356415 0.710204
-1.400000 5.372123 0.705179
-1.400000 5.387831 0.700698
-1.400000 5.403539 0.696777
-1.400000 5.419247 0.693434
-1.400000 5.434955 0.690680
-1.400000 5.450663 0.688526
-1.400000 5.466371 0.686982
-1.400000 5.482079 0.686053
-1.400000 5.497787 0.685743
-1.400000 5.513495 0.686053
-1.400000 5.529203 0.686982
-1.400000 5.544911 0.688526
-1.400000 5.560619 0.690680
-1.400000 5.576327 0.693434
-1.400000 5.592035 0.696777
-1.400000 5.607743 0.700698
-1.400000 5.623451 0.705179
-1.400000 5.639159 0.710204
-1.400000 5.654867 0.715752
-1.400000 5.670575 0.721802
-1.400000 5.686283 0.728330
-1.400000 5.701991 0.735310
-1.400000 5.717699 0.742714
-1.400000 5.733407 0.750514
-1.400000 5.749115 0.758678
-1.400000 5.764823 0.767174
-1.400000 5.780530 0.775970
-1.400000 5.796238 0.785029
-1.400000 5.811946 0.794316
-1.400000 5.827654 0.803795
-1.400000 5.843362 0.813429
-1.400000 5.859070 0.823178
-1.400000 5.874778 0.833005
-1.400000 5.890486 0.842872
-1.400000 5.906194 0.852738
-1.400000 5.921902 0.862565
-1.400000 5.937610 0.872315
-1.400000 5.953318 0.881948
-1.400000 5.969026 0.891427
-1.400000 5.984734 0.900714
-1.400000 6.000442 0.909774
-1.400000 6.016150 0.918569
-1.400000 6.031858 0.927065
-1.400000 6.047566 0.935229
-1.400000 6.063274 0.943029
-1.400000 6.078982 0.950433
-1.400000 6.094690 0.957413
-1.400000 6.110398 0.963941
-1.400000 6.126106 0.969991
-1.400000 6.141814 0.975540
-1.400000 6.157522 0.980564
-1.400000 6.173230 0.985046
-1.400000 6.188938 0.988966
-1.400000 6.204645 0.992310
-1.400000 6.220353 0.995064
-1.400000 6.236061 0.997217
-1.400000 6.251769 0.998761
-1.400000 6.267477 0.999690
-1.300000 0.000000 1.000000
-1.300000 0.015708 0.999675
-1.300000 0.031416 0.998702
-1.300000 0.047124 0.997083
-1.300000 0.062832 0.994827
-1.300000 0.078540 0.991941
-1.300000 0.094248 0.988437
-1.300000 0.109956 0.984329
-1.300000 0.125664 0.979633
-1.300000 0.141372 0.974367
-1.300000 0.157080 0.968553
-1.300000 0.172788 0.962212
-1.300000 0.188496 0.955372
-1.300000 0.204204 0.948057
-1.300000 0.219911 0.940298
-1.300000 0.235619 0.932124
-1.300000 0.251327 0.923569
-1.300000 0.267035 0.914665
-1.300000 0.282743 0.905448
-1.300000 0.298451 0.895955
-1.300000 0.314159 0.886222
-1.300000 0.329867 0.876288
-1.300000 0.345575 0.866193
-1.300000 0.361283 0.855976
-1.300000 0.376991 0.845678
-1.300000 0.392699 0.835339
-1.300000 0.408407 0.825000
-1.300000 0.424115 0.814701
-1.300000 0.439823 0.804484
-1.300000 0.455531 0.794389
-1.300000 0.471239 0.784456
-1.300000 0.486947 0.774723
-1.300000 0.502655 0.765230
-1.300000 0.518363 0.756013
-1.300000 0.534071 0.747109
-1.300000 0.549779 0.738553
-1.300000 0.565487 0.730380
-1.300000 0.581195 0.722621
-1.300000 0.596903 0.715306
-1.300000 0.612611 0.708465
-1.300000 0.628319 0.702125
-1.300000 0.644026 0.696311
-1.300000 0.659734 0.691045
-1.300000 0.675442 0.686349
-1.300000 0.691150 0.682241
-1.300000 0.706858 0.678737
-1.300000 0.722566 0.675851
-1.300000 0.738274 0.673594
-1.300000 0.753982 0.671976
-1.300000 0.769690 0.671003
-1.300000 0.785398 0.670678
-1.300000 0.801106 0.671003
-1.300000 0.816814 0.671976
-1.300000 0.832522 0.673594
-1.300000 0.848230 0.675851
-1.300000 0.863938 0.678737
-1.300000 0.879646 0.682241
-1.300000 0.895354 0.686349
-1.300000 0.911062 0.691045
-1.300000 0.926770 0.696311
-1.300000 0.942478 0.702125
-1.300000 0.958186 0.708465
-1.300000 0.973894 0.715306
-1.300000 0.989602 0.722621
-1.300000 1.005310 0.730380
-1.300000 1.021018 0.738553
-1.300000 1.036726 0.747109
-1.300000 1.052434 0.756013
-1.300000 1.068142 0.765230
-1.300000 1.083849 0.774723
-1.300000 1.099557 0.784456
-1.300000 1.115265 0.794389
-1.300000 1.130973 0.804484
-1.300000 1.146681 0.814701
-1.300000 1.162389 0.825000
-1.300000 1.178097 0.835339
-1.300000 1.193805 0.845678
-1.300000 1.209513 0.855976
-1.300000 1.225221 0.866193
-1.300000 1.240929 0.876288
-1.300000 1.256637 0.886222
-1.300000 1.272345 0.895955
-1.300000 1.288053 0.905448
-1.300000 1.303761 0.914665
-1.300000 1.319469 0.923569
-1.300000 1.335177 0.932124
-1.300000 1.350885 0.940298
-1.300000 1.366593 0.948057
-1.300000 1.382301 0.955372
-1.300000 1.398009 0.962212
-1.300000 1.413717 0.968553
-1.300000 1.429425 0.974367
-1.300000 1.445133 0.979633
-1.300000 1.460841 0.984329
-1.300000 1.476549 0.988437
-1.300000 1.492257 0.991941
-1.300000 1.507964 0.994827
-1.300000 1.523672 0.997083
-1.300000 1.539380 0.998702
-1.300000 1.555088 0.999675
-1.300000 1.570796 1.000000
-1.300000 1.586504 0.999675
-1.300000 1.602212 0.998702
-1.300000 1.617920 0.997083
-1.300000 1.633628 0.994827
-1.300000 1.649336 0.991941
-1.300000 1.665044 0.988437
-1.300000 1.680752 0.984329
-1.300000 1.696460 0.979633
-1.300000 1.712168 0.974367
-1.300000 1.727876 0.968553
-1.300000 1.743584 0.962212
-1.300000 1.759292 0.955372
-1.300000 1.775000 0.948057
-1.300000 1.790708 0.940298
-1.300000 1.806416 0.932124
-1.300000 1.822124 0.923569
-1.300000 1.837832 0.914665
-1.300000 1.853540 0.905448
-1.300000 1.869248 0.895955
-1.300000 1.884956 0.886222
-1.300000 1.900664 0.876288
-1.300000 1.916372 0.866193
-1.300000 1.932079 0.855976
-1.300000 1.947787 0.845678
-1.300000 1.963495 0.835339
-1.300000 1.979203 0.825000
-1.300000 1.994911 0.814701
-1.300000 2.010619 0.804484
-1.300000 2.026327 0.794389
-1.300000 2.042035 0.784456
-1.300000 2.057743 0.774723
-1.300000 2.073451 0.765230
-1.300000 2.089159 0.756013
-1.300000 2.104867 0.747109
-1.300000 2.120575 0.738553
-1.300000 2.136283 0.730380
-1.300000 2.151991 0.722621
-1.300000 2.167699 0.715306
-1.300000 2.183407 0.708465
-1.300000 2.199115 0.702125
-1.300000 2.214823 0.696311
-1.300000 2.230531 0.691045
-1.300000 2.246239 0.686349
-1.300000 2.261947 0.682241
-1.300000 2.277655 0.678737
-1.300000 2.293363 0.675851
-1.300000 2.309071 0.673594
-1.300000 2.324779 0.671976
-1.300000 2.340487 0.671003
-1.300000 2.356194 0.670678
-1.300000 2.371902 0.671003
-1.300000 2.387610 0.671976
-1.300000 2.403318 0.673594
-1.300000 2.419026 0.675851
-1.300000 2.434734 0.678737
-1.300000 2.450442 0.682241
-1.300000 2.466150 0.686349
-1.300000 2.481858 0.691045
-1.300000 2.497566 0.696311
-1.300000 2.513274 0.702125
-1.300000 2.528982 0.708465
-1.300000 2.544690 0.715306
-1.300000 2.560398 0.722621
-1.300000 2.576106 0.730380
-1.300000 2.591814 0.738553
-1.300000 2.607522 0.747109
-1.300000 2.623230 0.756013
-1.300000 2.638938 0.765230
-1.300000 2.654646 0.774723
-1.300000 2.670354 0.784456
-1.300000 2.686062 0.794389
-1.300000 2.701770 0.804484
-1.300000 2.717478 0.814701
-1.300000 2.733186 0.825000
-1.300000 2.748894 0.835339
-1.300000 2.764602 0.845678
-1.300000 2.780309 0.855976
-1.300000 2.796017 0.866193
-1.300000 2.811725 0.876288
-1.300000 2.827433 0.886222
-1.300000 2.843141 0.895955
-1.300000 2.858849 0.905448
-1.300000 2.874557 0.914665
-1.300000 2.890265 0.923569
-1.300000 2.905973 0.932124
-1.300000 2.921681 0.940298
-1.300000 2.937389 0.948057
-1.300000 2.953097 0.955372
-1.300000 2.968805 0.962212
-1.300000 2.984513 0.968553
-1.300000 3.000221 0.974367
-1.300000 3.015929 0.979633
-1.300000 3.031637 0.984329
-1.300000 3.047345 0.988437
-1.300000 3.063053 0.991941
-1.300000 3.078761 0.994827
-1.300000 3.094469 0.997083
-1.300000 3.110177 0.998702
-1.300000 3.125885 0.999675
-1.300000 3.141593 1.000000
-1.300000 3.157301 0.999675
-1.300000 3.173009 0.998702
-1.300000 3.188717 0.997083
-1.300000 3.204425 0.994827
-1.300000 3.220132 0.991941
-1.300000 3.235840 0.988437
-1.300000 3.251548 0.984329
-1.300000 3.267256 0.979633
-1.300000 3.282964 0.974367
-1.300000 3.298672 0.968553
-1.300000 3.314380 0.962212
-1.300000 3.330088 0.955372
-1.300000 3.345796 0.948057
-1.300000 3.361504 0.940298
-1.300000 3.377212 0.932124
-1.300000 3.392920 0.923569
-1.300000 3.408628 0.914665
-1.300000 3.424336 0.905448
-1.300000 3.440044 0.895955
-1.300000 3.455752 0.886222
-1.300000 3.471460 0.876288
-1.300000 3.487168 0.866193
-1.300000 3.502876 0.855976
-1.300000 3.518584 0.845678
-1.300000 3.534292 0.835339
-1.300000 3.550000 0.825000
-1.300000 3.565708 0.814701
-1.300000 3.581416 0.804484
-1.300000 3.597124 0.794389
-1.300000 3.612832 0.784456
-1.300000 3.628540 0.774723
-1.300000 3.644247 0.765230
-1.300000 3.659955 0.756013
-1.300000 3.675663 0.747109
-1.300000 3.691371 0.738553
-1.300000 3.707079 0.730380
-1.300000 3.722787 0.722621
-1.300000 3.738495 0.715306
-1.300000 3.754203 0.708465
-1.300000 3.769911 0.702125
-1.300000 3.785619 0.696311
-1.300000 3.801327 0.691045
-1.300000 3.817035 0.686349
-1.300000 3.832743 0.682241
-1.300000 3.848451 0.678737
-1.300000 3.864159 0.675851
-1.300000 3.879867 0.673594
-1.300000 3.895575 0.671976
-1.300000 3.911283 0.671003
-1.300000 3.926991 0.670678
-1.300000 3.942699 0.671003
-1.300000 3.958407 0.671976
-1.300000 3.974115 0.673594
-1.300000 3.989823 0.675851
-1.300000 4.005531 0.678737
-1.300000 4.021239 0.682241
-1.300000 4.036947 0.686349
-1.300000 4.052655 0.691045
-1.300000 4.068362 0.696311
-1.300000 4.084070 0.702125
-1.300000 4.099778 0.708465
-1.300000 4.115486 0.715306
-1.300000 4.131194 0.722621
-1.300000 4.146902 0.730380
-1.300000 4.162610 0.738553
-1.300000 4.178318 0.747109
-1.300000 4.194026 0.756013
-1.300000 4.209734 0.765230
-1.300000 4.225442 0.774723
-1.300000 4.241150 0.784456
-1.300000 4.256858 0.794389
-1.300000 4.272566 0.804484
-1.300000 4.288274 0.814701
-1.300000 4.303982 0.825000
-1.300000 4.319690 0.835339
-1.300000 4.335398 0.845678
-1.300000 4.351106 0.855976
-1.300000 4.366814 0.866193
-1.300000 4.382522 0.876288
-1.300000 4.398230 0.886222
-1.300000 4.413938 0.895955
-1.300000 4.429646 0.905448
-1.300000 4.445354 0.914665
-1.300000 4.461062 0.923569
-1.300000 4.476770 0.932124
-1.300000 4.492477 0.940298
-1.300000 4.508185 0.948057
-1.300000 4.523893 0.955372
-1.300000 4.539601 0.962212
