           1           1  -0.0000000000000000     
           1           2  0.10437662913094300     
           1           3   9.5562519444015795E-002
           1           4   8.1055861381106056E-002
           1           5   6.2254090439022289E-002
           1           6   4.1114620234382601E-002
           1           7   1.9942517775285606E-002
           1           8   1.1161916042948512E-003
           1           9  -1.3213657124953966E-002
           1          10  -2.1410129155047041E-002
           1          11  -2.2579377478685055E-002
           1          12  -1.6707560022896150E-002
           1          13  -4.6823758862280188E-003
           1          14   1.1807482144710689E-002
           1          15   3.0483607883255666E-002
           1          16   4.8771850454389670E-002
           1          17   6.4138291001986369E-002
           1          18   7.4420061165576479E-002
           1          19   7.8104582064391831E-002
           1          20   7.4518652840635066E-002
           1          21   6.3902464262591663E-002
           1          22   4.7360796543994686E-002
           1          23   2.6701575027775305E-002
           1          24   4.1877438649530804E-003
           1          25  -1.7760339882617455E-002
           1          26  -3.6869660955903300E-002
           1          27  -5.1285588247296503E-002
           1          28  -5.9775774135205954E-002
           1          29  -6.1845283112831606E-002
           1          30  -5.7755291628592123E-002
           1          31  -4.8451443583187245E-002
           1          32  -3.5419317891076288E-002
           1          33  -2.0491935480921656E-002
           1          34  -5.6371072750175692E-003
           1          35   7.2491134657485089E-003
           1          36   1.6521624703598581E-002
           1          37   2.0923929598899636E-002
           1          38   1.9677604315148461E-002
           1          39   1.2523554766291514E-002
           1          40  -2.8020374857614880E-004
           1          41  -1.7996975216623953E-002
           1          42  -3.9478223735042187E-002
           1          43  -6.3251856493258041E-002
           1          44  -8.7626297993210159E-002
           1          45 -0.11080570979504839     
           1          46 -0.13101187221360658     
           1          47 -0.14660744422789848     
           1          48 -0.15621385703002344     
           1          49 -0.15881558867409973     
           1          50 -0.15384174168354833     
           1          51 -0.14121631997056669     
           1          52 -0.12137068564858350     
           1          53  -9.5215260938236235E-002
           1          54  -6.4072102164099240E-002
           1          55  -2.9574694378340712E-002
           1          56   6.4547138759368308E-003
           1          57   4.2137471029905074E-002
           1          58   7.5667342169747145E-002
           1          59  0.10542406929752017     
           1          60  0.13006305003552038     
           1          61  0.14857647058774676     
           1          62  0.16032521254121018     
           1          63  0.16504411848970710     
           1          64  0.16282526718771362     
           1          65  0.15408464593518140     
           1          66  0.13951722777644512     
           1          67  0.12004441427145013     
           1          68   9.6756623545800988E-002
           1          69   7.0852939849629884E-002
           1          70   4.3579444281522280E-002
           1          71   1.6168114298840918E-002
           1          72  -1.0221210615652858E-002
           1          73  -3.4552696004277669E-002
           1          74  -5.5956860842888749E-002
           1          75  -7.3760391744374917E-002
           1          76  -8.7501376330239716E-002
           1          77  -9.6929364732929055E-002
           1          78 -0.10199132173028726     
           1          79 -0.10280604303395224     
           1          80  -9.9630684338234396E-002
           1          81  -9.2823521021291072E-002
           1          82  -8.2806906603575064E-002
           1          83  -7.0033756227130303E-002
           1          84  -5.4959959176171226E-002
           1          85  -3.8024144514602842E-002
           1          86  -1.9635353684163991E-002
           1          87  -1.6848711343869107E-004
           1          88   2.0033132004317212E-002
           1          89   4.0649175445952847E-002
           1          90   6.1369254943174807E-002
           1          91   8.1877432801001973E-002
           1          92  0.10183683499532563     
           1          93  0.12087728697240173     
           1          94  0.13858899119067167     
           1          95  0.15452491787668482     
           1          96  0.16821369458678712     
           1          97  0.17918338232344092     
           1          98  0.18699477915390514     
           1          99  0.19128107699475019     
           1         100  0.19178915774924496     
           1         101  0.18841688409676194     
           1         102  0.18124066106996506     
           1         103  0.17052840941681546     
           1         104  0.15673481327473882     
           1         105  0.14047802667127043     
           1         106  0.12249956866281060     
           1         107  0.10361148124998219     
           1         108   8.4636578939669457E-002
           1         109   6.6348504548065942E-002
           1         110   4.9418201441302233E-002
           1         111   3.4372370720986922E-002
           1         112   2.1567710731828688E-002
           1         113   1.1182551368867727E-002
           1         114   3.2252567014021735E-003
           1         115  -2.4431861858319483E-003
           1         116  -6.0763871791932114E-003
           1         117  -8.0043016747832450E-003
           1         118  -8.5942430680575194E-003
           1         119  -8.2152929645551726E-003
           1         120  -7.2091976017507730E-003
           1         121  -5.8695652706077048E-003
           1         122  -4.4298928296791383E-003
           1         123  -3.0598306130140743E-003
           1         124  -1.8682675867969620E-003
           1         125  -9.1133939124253137E-004
           1         126  -2.0332504274487320E-004
           1         127   2.7145149634731500E-004
           1         128   5.4724622030125850E-004
           1         129   6.6711885805523263E-004
           1         130   6.7535108239963229E-004
           1         131   6.1222944180694167E-004
           1         132   5.1103394683465065E-004
           1         133   3.9685847401888696E-004
           1         134   2.8678587512149525E-004
           1         135   1.9093041830909338E-004
           1         136   1.1391625007167918E-004
           1         137   5.6454557111368226E-005
           1         138   1.6788832740697043E-005
           1         139  -8.1219515476609805E-006
           1         140  -2.1730305411570607E-005
           1         141  -2.7326623973952869E-005
           1         142  -2.7718997713531917E-005
           1         143  -2.5104864766711268E-005
           1         144  -2.1072014988292909E-005
           1         145  -1.6674631571482382E-005
           1         146  -1.2542552486489371E-005
           1         147  -8.9951711425960169E-006
           1         148  -6.1431079918406772E-006
           1         149  -3.9698670747718534E-006
           1         150  -2.3919093951498840E-006
           1         151  -1.2992434409593589E-006
           1         152  -5.8033266659274740E-007
           1         153  -1.3548584641152349E-007
           1         154   1.1751050804906899E-007
           1         155   2.4251240119957086E-007
           1         156   2.8670605915344436E-007
           1         157   2.8340715601755717E-007
           1         158   2.5508858663878963E-007
           1         159   2.1616269508267855E-007
           1         160   1.7531119939841577E-007
           1         161   1.3731534833536488E-007
           1         162   1.0442317424373512E-007
           1         163   7.7327301638928395E-008
           1         164   5.5835581327639378E-008
